website,suburb,company,phone,state,street,postcode
http://www.gennyco.com.au,Campbelltown,Genny & Co Real Estate,0422595632,SA,512 Lower North East Rd,5074
http://www.harcourts.com.au,Campbelltown,Harcourts Glynde,883657000,SA,510 Lower North East Road,5074
,Campbelltown,Marona Property Group,08 6102 4764,SA,PO Box 1006,5074
http://www.glynde.ljhooker.com.au,Campbelltown,LJ Hooker Glynde,08 8336 3899,SA,516 Lower North East Rd,5074
,Eastwood,Newland Real Estate,08 85624400,SA,213 Greenhill Road,5063
http://www.fewster.com.au,Parkside,Fewster Property Group,(08) 8357 3500,SA,Suite 14 / 13-23 Unley Road,5063
http://www.rossdalehomes.com.au,Fullarton,Rossdale Homes,08 84332000,SA,300 Glen Osmond Road,5063
,Hawthorn,Jellis Craig l Bell St Heidelberg,0398105000,SA,248 Burwood Rd,5062
http://www.shanesnellgrove.com.au,Malvern,Shane Snellgrove Real Estate,08 8299 9902,SA,21 Austral Terrace,5061
http://tru2blu.com.au/,Unley Park,Tru2Blu Real Estate,08 71325613,SA,356a Unley Road,5061
http://www.erealestate.com.au,Unley,e Real Estate Pty Ltd,08 8271 0025,SA,140 Greenhill Road,5061
http://www.thepropertyexperts.com.au,Seacliff Park,The Property Experts,08 7324 4677,SA,602 Brighton Road,5049
,Brighton,Dinkum Real Estate,1300 791 943,SA,PO Box 268,5048
http://www.maxxrealty.com.au,Collinswood,Maxx Realty,08 84632626,SA,89 North East Road,5081
,Fitzroy,John Biggs Real Estate,08 83444866,SA,22 Braund Road,5082
http://www.weeksmacklin.com.au,Nailsworth,Weeks & Macklin Real Estate,(08) 8422 5333,SA,173 Main North Road,5083
http://www.justuandme-realestate.com,Kilburn,JUM Real Estate,08 83448998,SA,9 Leader Street,5084
http://www.ljhooker.com.au/northgate,Northgate,LJ Hooker Northgate,08 8266 3800,SA,Shop 7 Northgate Village Shopping Centre Fosters Road,5085
http://www.myhouse.century21.com.au/,Manningham,Century 21 My House,08 82667770,SA,1-79 Hampstead Road,5086
http://www.bingston.com.au,Windsor Gardens,Bingston Real Estate,08 8266 4421,SA,6 Kambula Street,5087
,Holden Hill,Wemark Real Estate,08 72001444,SA,4/9090 Lyons Rd,5088
http://www.realsimplerealty.com.au,Highbury,Real Simple Real Estate,0433 458 616,SA,44 Dunn Road,5089
,Banksia Park,John Lancaster,08 82651209,SA,18 Tay Court,5091
http://www.ultimaterealestate.com.au,Modbury,Ultimate Real Estate,08 82644008,SA,PO Box 656,5092
http://www.nieuvision.com.au,Modbury North,Nieuvision,08 8263 4009,SA,"Shop 25 Clovercrest Plaza, 427 Montague Rd",5092
http://www.rhsa.com.au/northeast/,Tea Tree Gully,Raine & Horne North East,08 8395 2233,SA,1289 North East Road,5091
http://www.simspropertygroup.com.au,Klemzig,Sims Property Group,08 7225 0969,SA,PO Box 64,5087
http://www.loftybuildinggroup.com.au/,Hillcrest,Lofty Building Group Pty Ltd,08 8266 0011,SA,497 North East Rd,5086
http://www.selectbpg.com.au,Greenacres,Select Business & Property,08 8261 9433,SA,68a Muller Road,5086
,Hampstead Gardens,Oak Nest Property Management,0404109591,SA,63 Ways Road,5086
http://www.primeregroup.com.au/,Northfield,Prime RE Group Northfield,08 72255104,SA,1/504 Grand Junction Road,5085
http://www.redoakrealestate.com.au,Enfield,Redoak Real Estate,0408 894 245,SA,PO Box 378 Enfield Plaza,5085
http://rh.com.au/northgate,Clearview,Raine & Horne Clearview/Northgate,08 8465 0133,SA,240 Hampstead Road,5085
,Blair Athol,VN Estate,0424747479,SA,2 Jaffrey Street,5084
,Clearview,Raine & Horne Clearview/Northgate,08 84650133,SA,240 Hampstead Rd,5085
http://www.investmentpropertyportal.net,Enfield,Red Dog Investment Property Portal,0881226691,SA,490 Main North Road,5085
http://www.progproperties.com,Hampstead Gardens,Prog Properties,,SA,41 Muller Road,5086
http://www.glenndias.com,Hampstead Gardens,Your Best Management Professionals,08 8266 0888,SA,307 North East Road,5086
http://www.cullinanpm.com.au,Hampstead Gardens,Cullinan Property Management,8369 0990,SA,"Shop 6, 19 Ways Rd",5086
,Hampstead Gardens,Collins Bateman Commercial Property,0428839425,SA,193 North East Road,5086
http://raywhitenorthgate.com.au/,Hampstead Gardens,Ray White City Edge,08 8266 3100,SA,RLA199467 193 North East Road,5086
,Greenacres,Earth Property Group,0434885388,SA,27a Westralia Street,5086
http://northgaterealestatesa.com.au,Greenacres,Northgate Real Estate,08 8266 3899,SA,Shop 17/ 132 Muller Road,5086
http://www.northgateprofessionals.com.au/,Greenacres,Professionals Northgate Oakden,08 8261 8333,SA,68A Muller Road,5086
http://www.facebook.com/sarentalsolutions/info,Klemzig,SA Rental Solutions,08 82610083,SA,354 North East Road,5087
,Tea Tree Gully,North East Home Rentals,08 83965000,SA,1269B North East Road,5091
http://www.century21.com.au/teatreegully,Tea Tree Gully,Century 21 First Choice North East,08 8265 4311,SA,1281 North East Road,5091
http://www.focusproperty.com.au,Tea Tree Gully,Focus Property Management (SA),08 83955787,SA,1348 North East Road,5091
http://www.burtongroves.com.au,Tea Tree Gully,First National Real Estate Burton Groves,08 8265 5511,SA,1332 North East Road,5091
http://www.ljhooker.com.au,Modbury North,LJ Hooker Modbury,08 83966699,SA,434 Montague Rd,5092
http://www.reignrealty.com.au,Modbury North,Reign Realty,0430720320,SA,PO Box 21,5092
http://www.plazarealestate.com.au,Modbury North,Plaza Real Estate,08 8396 1100,SA,10 Kimberley Avenue,5092
http://www.raywhitenortheast.com.au,Modbury,Ray White North East,08 8203 6200,SA,108 Reservoir Road,5092
http://www.blythmanrealestatesa.com.au,Modbury,Blythman Real Estate Pty Ltd,0438 700 533,SA,PO Box 532,5092
http://www.modburyprofessionals.com.au,Modbury,Professionals Modbury,08 8265 0777,SA,"429 Montague Road,",5092
http://www.marotti.com.au,Highbury,Marotti Real Estate,08 8395 9885,SA,1300 Lower North East Road,5089
http://www.brianpomery.com.au,Highbury,Brian Pomery Real Estate,08 8395 4217,SA,22 Niquet Ave,5089
http://www.domain.com.au/Real-Estate-Agencies/Highbury/CarraillRealEstate,Highbury,Carraill Real Estate,08 83962749,SA,34 Historic Drive,5089
http://www.walkerville.ljhooker.com.au,Collinswood,LJ Hooker Walkerville,08 8269 7711,SA,87 North East Road,5081
http://www.domain.com.au/stevejackson,Brighton,Steve Jackson Real Estate,08 8377 0588,SA,532 Brighton Road,5048
,Brighton,Domain Rental Management,08 8296 2966,SA,PO Box 422,5048
http://www.adelaide4rent.com.au/,Brighton,Harcourts Adelaide4Rent,08 8124 8333,SA,537 Brighton Rd,5048
http://www.century21.com.au/brighton,Brighton,Century 21 Bayside Brighton,08 82986999,SA,456 Brighton Road,5048
http://www.raywhitebrighton.com,Brighton,Ray White Brighton,08 8276 2200,SA,"RLA206537, 411 Brighton Road",5048
http://www.brighton.ljhooker.com.au,Brighton,LJ Hooker Brighton,08 83581118,SA,2/512-514 Brighton Rd,5048
http://www.brighton.harcourts.com.au,Brighton,Harcourts Brighton,08 8377 1033,SA,537 Brighton Road,5048
http://www.peterfburns.com.au/main1.htm,Brighton,Peter F Burns Real Estate,08 8358 3322,SA,557 Brighton Road,5048
,Brighton,Raine & Horne Brighton,08 83266657,SA,498 Brighton Road,5048
http://www.rentingaustralia.com.au/,Unley,Renting Australia,0404602318,SA,101 King William Road,5061
,Unley,Duke Services P/L,08 82018777,SA,"Level 1, 129 Greenhill Road",5061
http://www.tdrealestate.com.au,Unley,Tamir Dunning Real Estate,08 8363 7653,SA,PO Box 1101,5061
http://www.yeelespm.com.au,Unley,Yeeles Property Management,08 8556 6777,SA,PO Box 162 BC,5061
,Unley,DT Property Management,08 72003199,SA,93A Unley Road,5061
http://www.walterandirvine.com.au,Unley,Walter & Irvine Real Estate,08 8272 9277,SA,232 Unley Road,5061
http://www.robyounger.com.au,Unley,Rob Younger Real Estate,08 8272 1111,SA,16a Salisbury Street,5061
,Unley,Kings Commercial Property Management,,SA,23a King William Road,5061
,Unley,Ouwens Casserly Real Estate - Unley,08 8427 1050,SA,30 Unley Road,5061
http://www.facebook.com/pages/Raptis-Real-Estate/139670759535456,Unley Park,Raptis Real Estate,08 83735358,SA,364 Unley Rd.,5061
http://www.harrisrealestate.com.au,Prospect,Harris Real Estate Prospect,08 83425555,SA,50 Prospect Road,5082
http://pathwayam.com.au/,Walkerville,Pathway Asset Management Adelaide,08 7425 0640,SA,"Suite 25B 33 Warwick Street,",5081
,Walkerville,Haynes Real Estate,,SA,PO Box 140,5081
http://mypropertyhouse.com.au/,Walkerville,My Property House,1300 784 158,SA,38 North East Road,5081
http://www.davinrealestate.com.au/,Walkerville,Davin Real Estate,08 83427474,SA,2/40 North East Road,5081
,Prospect,Harcourts Sharoglazov Luxury Property Selection,08 82696922,SA,Unit 1/224 Main North Road,5082
http://www.baileypropertymanagement.com.au/,Prospect,Bailey Property Management,08 82617209,SA,193 Prospect Road,5082
http://www.saprofessionals.com.au,Prospect,Professionals Prospect,08 8269 5333,SA,194A Prospect Road,5082
,Prospect,Adelaide Property Network,1300 123276,SA,194a Propect Road,5082
http://www.riggall.com.au,Prospect,First National Real Estate Riggall,08 83423399,SA,PO Box 919,5082
http://www.century21.com.au/realestate_agents_list.cfm,Prospect,Century 21 City Inner North,08 83422000,SA,214 Prospect Road,5082
http://www.sellandrent.com.au,Prospect,D B Philpott Real Estate,08 83435600,SA,Shop 3/154-160 Prospect Road,5082
http://www.fenwicks.com.au,Prospect,Fenwicks Real Estate,08 8344 8688,SA,56 Prospect Road,5082
http://www.bailypm.com.au,Prospect,Bailey Property Group,08 7320 3949,SA,"193 Prospect Road,",5082
http://www.candggroup.com.au,Unley Park,Leicester Management Services,08 82711855,SA,406 Unley Road,5061
,Fullarton,Sheffield Real Estate,08 8379 7118,SA,187 Glen Osmond Road,5063
http://www.i-manage.com.au,Fullarton,i-Manage Property Investments,08 70732203,SA,6 Frew Street,5063
http://www.brockestates.harcourts.com.au,Parkside,Harcourts Brock Estates,(08) 8230 5800,SA,67 Unley Road,5063
http://www.martinclark.com.au,Eastwood,Martin Clark Property,08 82743729,SA,"Suite 21, 213 Greenhill Road",5063
http://www.avjennings.com.au,Eastwood,AVJennings SA,,SA,226 Greenhill Rd,5063
http://ottorealty.com.au,Eastwood,Otto Realty,08 8431 4444,SA,213 Greenhill Road,5063
http://gaetjens.com.au,Eastwood,Gaetjens Real Estate,08 8373 4220,SA,5 Glen Osmond Road,5063
http://www.urbanresidential.com.au,Eastwood,Lead Estate Agents,08 8271 3666,SA,87A Glen Osmond Rd,5063
http://www.landmarkharcourts.com.au,Cavan,Landmark Operations Limited,08 83599008,SA,Cnr Pt Wakefield & Cross Keys Roads,5094
http://www.chrisjamesrealestate.com.au,Pooraka,Chris James Real Estate,08 8262 1200,SA,29B Research Road,5095
http://www.dakenrealty.com.au/,Para Hills,Daken & Daken Real Estate,(08) 8264 7666,SA,403 Bridge Road,5096
,Para Hills,Fair Deal Real Estate,,SA,6 Holme Street,5096
,Ingle Farm,Rhys Partners,0407 765 088,SA,PO Box 557,5098
http://www.inh.com.au/adelaide,Salisbury South,Integrity New Homes Adelaide,08 8250 8999,SA,4 Pentland Road,5106
,Parafield Gardens,Ken Klose Professional Real Estate,08 8252 9000,SA,2 Monarch Avenue,5107
http://www.rhsa.com.au/salisbury/,Salisbury,Raine & Horne Salisbury,08 8285 6000,SA,35 John Street,5108
,Paralowie,Amber Gold Real Estate,0418853966,SA,17 Galleon Drive,5108
http://www.salisburyprofessionals.com.au,Salisbury,Professionals Salisbury,08 8258 2211,SA,33a Ann St,5108
,Redwood Park,Lind Real Estate,08 8251 6022,SA,24 Dickerson Way,5097
,Hillbank,Northern Property World,08 82529911,SA,Shop 2/4 Bogan Road,5112
http://www.clarkeandcorealestate.com.au,Elizabeth South,Clarke & Co Real Estate,08 7324 4773,SA,89 Philip Highway,5112
http://www.whelanandwhelan.com.au,Andrews Farm,Whelan & Whelan Family Real Estate,0412 899 778,SA,3 Hughes Street,5114
,Munno Para,Real People Real Estate,08 74802053,SA,307 Peachey Road,5115
http://www.ljh.com.au,Craigmore,LJ Hooker Craigmore,08 8255 9555,SA,Shop 17 Craigmore S/V Yorktown Road,5114
http://raywhitecraigmore.com.au/,Blakeview,Ray White Craigmore,08 8284 0055,SA,"RLA157332, Shop 1, 4-6 Main Nth Rd",5114
,Gawler East,Gawler East Real Estate,,SA,1 Lewis Avenue,5118
http://www.essentialpm.com.au,Hewett,Essential Property Management,08 8523 5410,SA,Main North Road,5118
http://www.landmarkharcourts.com.au,Gawler Belt,Landmark Harcourts Gawler,08 8522 4443,SA,1 Bernard Court,5118
,Greenwith,SCD Property,0411531708,SA,PO Box 365,5125
http://www.phillipspritchard.com,Greenwith,Phillips Pritchard Real Estate,08 8251 3444,SA,PO Box 363,5125
http://www.ljhooker.com.au,Greenwith,LJ Hooker Greenwith,08 82896660,SA,"Shop 4, Highland Shopping Centre Target Hill Road",5125
,Gawler East,Ray White Barossa/Two Wells,0428881406,SA,23 Berrett Road,5118
http://www.raywhitesalisbury.com.au,Salisbury,Ray White Salisbury,08 8281 1234,SA,"Shop 5, 25 Wiltshire Street",5108
http://www.eldersrealestate.com.au,Salisbury,Elders Real Estate Salisbury,08 8261 0244,SA,64 Park Terrace,5108
http://www.facebook.com/RentalPropertyNetwork/info,Salisbury,Rental Property Network,08 82859125,SA,"Unit 2, 73 John St",5108
http://www.raywhitesalisbury.com.au,Salisbury,Ray White Salisbury,08 82811234,SA,Unit 5/25 Wiltshire Street,5108
http://www.fnsalisbury.com.au/,Salisbury,First National Real Estate Salisbury,08 8281 1000,SA,Shop 1 / 74 Park Tce,5108
http://www.urbanandruralsales.com,Salisbury,RE/MAX Urban & Rural,08 8250 4788,SA,"Level 1, 43a John Street",5108
http://www.ljhooker.com.au/salisbury,Salisbury,LJ Hooker Salisbury,08 8258 1344,SA,74 Park Terrace,5108
http://www.larcor.com.au,Salisbury,Larcor Real Estate,08 8281 4999,SA,42 Ann Street,5108
http://www.sergeantproperty.harcourts.com.au,Salisbury,Harcourts Sergeant Property,08 82854777,SA,34 Ann Street,5108
http://www.century21.com.au/propertypeople/,Salisbury South,Century 21 Property People Developments,08 8258 4222,SA,2/1568 Main North Rd,5106
,Salisbury South,INH Property Management,08 82636666,SA,4 Pentland Road,5106
http://www.century21.com.au/propertypeople,Salisbury South,Century 21 Property People,08 8258 4222,SA,2/1568 Main Road North,5106
http://www.chehade.com.au,Salisbury South,Chehade Real Estate Group,08 8263 6666,SA,4 Pentland Road,5106
http://www.openhouserealestategroup.com.au,Ingle Farm,Open House Real Estate Group,0415782316,SA,"PO Box 339,",5098
http://www.raywhite.com,Para Hills,Ray White Para Hills,,SA,36 Hallifax Street,5096
http://www.altuspm.com.au,Para Hills,Altus Property Management,08 82852000,SA,"Shop 4, 519 Bridge Road",5096
http://www.raywhiteparahills.com.au,Para Hills,Ray White Para Hills,08 8465 5010,SA,2/3 Wilkinson Rd,5096
http://www.taylorsrealestate.net.au/,Para Hills,Taylor's First National,08 82642223,SA,411 Bridge Road,5096
http://www.landsrealestate.com.au,Pooraka,Lands Real Estate,08 8349 8222,SA,"Suite 5, 128 Bridge Road",5095
http://www.jlhooker.com.au/goldengrove,Golden Grove,LJ Hooker Golden Grove,08 82891000,SA,1375 Golden Grove Rd,5125
http://christieroberts.com.au,Gawler South,ChristieRoberts Real Estate,0428116813,SA,27 Colville Drive,5118
,Willaston,Landlord Aid,,SA,12 Barkley Crescent,5118
http://www.raywhitegawler.com.au,Gawler,_Archived_Ray White Gawler,08 8522 4000,SA,15 Adelaide Road,5118
http://www.elders.com.au/branch/index_s.php?branch_id=729,Smithfield,ELDERS PLAYFORD,0882091999,SA,"Shop 97, Main North Road,",5114
http://www.carsonrealestate.com.au,Elizabeth,Carson Real Est8,08 8255 5666,SA,Shop 2c/100 Phillip Highway,5112
http://www.professionals.com.au/teatreegully,Ridgehaven,Professionals Homeworld Tea Tree Gully,08 8396 2066,SA,1269A North East Rd,5097
http://www.realizeproperties.com.au,Mawson Lakes,Realize Properties,08 8359 8367,SA,Suite 1/6 Metro Parade,5095
http://www.millenniumrealestate.com.au,Mawson Lakes,Millennium Real Estate,0468400841,SA,73 Augustine Steet,5095
http://www.avantgarde.harcourts.com.au,Mawson Lakes,Harcourts Avant-Garde,08 8359 0048,SA,9C/1 Main Street,5095
http://www.ljhooker.com,Mawson Lakes,LJ Hooker Mawson Lakes,08 8162 5882,SA,Suite 2 32-36 Metro Parade,5095
http://www.century21.com.au/goldenestates,Mawson Lakes,Century 21 Golden Estates Mawson Lakes,08 8359 0799,SA,29 Main Street,5095
http://www.agentsalliance.com.au/,Mawson Lakes,Agents Alliance Real Estate,08 8349 6267,SA,11 Baird Street,5095
http://www.sharpfn.com.au,Mawson Lakes,Sharp Real Estate,08 82608145,SA,50 Mawson Lakes Blvd,5095
http://www.activateproperty.com.au,Mawson Lakes,Activate Property,08 8260 3141,SA,"Suite 2, 32-36 Metro Parade",5095
http://www.raywhitemawsonlakes.com.au,Mawson Lakes,Ray White Mawson Lakes,08 8349 6688,SA,"RLA222434, Suite 3, 5 Goodall Parade",5095
http://www.franze.com.au,Mawson Lakes,RE/MAX Best Agents,08 8463 1833,SA,Level 1 18-28 Main Street,5095
http://www.eldersrealestate.com.au/office/modbury,Ridgehaven,Elders Modbury/Tea Tree Gully,08 8264 5155,SA,1013 North East Road,5097
http://playford.harcourts.com.au,Elizabeth,Harcourts Playford,08 8255 4444,SA,29 Philip Highway,5112
http://www.raywhiteelizabeth.com.au,Elizabeth,Ray White Elizabeth,08 8287 5511,SA,"RLA217965, Suite 1a/3 Elizabeth Way",5112
,Smithfield,MICHAELKRIS REAL ESTATE - NORTHERN OFFICE,08 82844470,SA,Shop 1/34 Main North Road,5114
http://redcorprealestate.com.au/,Smithfield,Red Corp Real Estate,0457 338 558,SA,3 Charlotte Street,5114
http://www.kevinhodges.com.au,Smithfield,Kevin Hodges Real Estate,088254 3777,SA,28 Anderson Walk,5114
http://www.barkerrealestate.com.au,Gawler,Barker Real Estate,08 85233005,SA,1 Bridge Street,5118
http://www.kies.com.au,Gawler,Kies Real Estate,08 8523 3777,SA,3A Adelaide Road,5118
http://www.gawler.harcourts.com.au,Gawler,Harcourts Gawler Sales,08 8522 2286,SA,82 Murray Street,5118
http://www.choiceypp.com.au,Fairview Park,Choice Your Property Partners - North East,0427265012,SA,Shop 1/65 Hamilton Road,5126
,Fairview Park,Ez Realty Pty Ltd,,SA,12 Ferrier Avenue,5126
,Fairview Park,Harcourts Golden Grove & Modbury,08 8251 3600,SA,65 Hamilton Road,5126
http://www.marley.com.au,Gawler,Marley Duncan Real Estate,08 8523 4567,SA,9A Adelaide Road,5118
http://www.gawlerprofessionals.com.au,Gawler,Professionals Gawler,08 8522 6111,SA,2/5 Murray St,5118
http://www.ljhooker.com.au,Gawler,LJ Hooker Gawler,08 8522 3311,SA,26 Adelaide Road,5118
http://thomasre.com.au,Norton Summit,Thomas Real Estate,0405157233,SA,Po Box 66,5136
http://www.hazelrealestate.com.au,Ashton,Hazel Real Estate,0403213992,SA,PO Box 366,5137
http://www.yourpricerealestate.com.au,Gawler,Your Price Real Estate,08 8522 1197,SA,31 The Terrace,5118
http://www.gawlerpm.harcourts.com.au,Gawler,Harcourts Property Management Gawler,08 8523 3319,SA,28A Adelaide Road,5118
http://www.elders.com.au/,Gawler,Elders Gawler,08 8522 1988,SA,37 Murray Street,5118
,Gawler South,Prime Property SA Pty Ltd,,SA,27 Twelfth Street,5118
http://www.raywhitegawler.com.au,Gawler South,Ray White Gawler/ Willaston,08 85224711,SA,60a Adelaide Road,5118
http://www.firstnationalgawler.com.au,Gawler South,First National Real Estate People's Choice,08 8523 4111,SA,82 Adelaide Rd,5118
http://www.goldengroveprofessionals.com.au,Golden Grove,Professionals Golden Grove,08 8288 7885,SA,3/307 The Golden Way,5125
http://www.smithpartnersrealestate.com.au,Golden Grove,Smith Partners Real Estate,08 82513249,SA,"Shop 34, The Golden Grove Village Shopping Centre",5125
http://www.mtloftyrealestate.com.au,Crafers,Mt Lofty Real Estate,08 83394808,SA,8 Main Street,5152
http://www.rosaliecrowder.com.au,Aldgate,Rosalie Crowder Real Estate,0420311164,SA,PO Box 336,5154
,Stirling,Home Logic,0418804679,SA,9 Laurel ROAD,5152
http://www.domain.com.au/Real-Estate-Agencies/HallettCove/SouthPlazaRealty,Hallett Cove,South Plaza Realty,08 82985245,SA,8 Genoa Crt,5158
http://www.raywhite.com,Flagstaff Hill,Ray White Flagstaff Hill,08 8270 2277,SA,Shop 4/1 Ridgway Drive,5159
http://www.southerncommercialgroup.com.au/,Lonsdale,Southern Commercial Group,08 8384 6099,SA,1/2 Aldershot Rd,5160
http://www.Century21.com.au/reynella,Reynella,Century 21 Paterson Properties,08 8381 1111,SA,33 Main South Road,5161
http://www.streetsaheadre.com.au,Morphett Vale,Streets Ahead Real Estate,08 8382 1188,SA,1/165-175 Main South Road,5162
http://www.yourchoicepm.com.au,Hackham,Your Choice Property Management,08 8325 2014,SA,PO Box 2050,5163
http://www.garyjsmith.com.au,Old Reynella,Gary J Smith Real Estate – Old Reynella,08 8381 6871,SA,Shop 1a/216 Old South Road,5161
http://www.firstnationalcb.com.au,Christies Beach,First National Christies Beach,08 83262322,SA,Unit 3/88 Beach Road,5165
http://www.magain.com.au,Happy Valley,Magain Real Estate Happy Valley,08 8322 6111,SA,"Shop 4, Happy Valley Shopping Centre Kenihans Road",5159
http://www.raywhiteportnoarlunga.com.au,Port Noarlunga,Ray White Port Noarlunga,08 8382 0029,SA,"RLA250556, 2/32 Saltfleet Street",5167
http://www.century21.com.au/aberfoylepark/,Aberfoyle Park,Century 21 Jason Irwin & Associates,08 82703002,SA,2/1 Summerford Road,5159
http://www.sgaterentals.com.au/,Moana,Southgate Property Management,08 8386 1555,SA,1/1 Griffiths Drive,5169
http://www.stephencarbonerealestate.com.au,Seaford Meadows,Stephen Carbone Real Estate,08 8327 0009,SA,13 Seaford Road,5169
http://www.jonesservices.com.au,McLaren Vale,Jones Property Services,08 83862383,SA,11 Genders Grove,5171
,Willunga,First National Nick Van Vliet,08 8556 4744,SA,"Shop 2, 1 Aldinga Road",5172
http://www.ollwitz.com.au,Willunga,Ollwitz & Partners Real Estate,08 8556 2999,SA,4-41 High Street,5172
http://www.sgate.com.au,McLaren Vale,Southgate Real Estate,08 8323 9333,SA,178 Main Road,5171
http://www.winecoastrealestate.com.au,Aldinga Beach,_Wine Coast Real Estate,0404333426,SA,Shop 34 Aldinga Central Shopping Centre,5173
http://www.raywhitealdingabeach.com.au,Aldinga Beach,Ray White Aldinga Beach & Seaford,0405817769,SA,Shop 33 Level 1 Aldinga Beach Central,5173
http://www.rhsa.com.au/meadows/,Meadows,Raine & Horne Meadows,08 8388 3188,SA,3/79 Mawson Road,5201
http://www.ljhooker.com.au/aldinga,Aldinga Beach,LJ Hooker Aldinga,08 8556 6266,SA,Aldinga Beach Road,5173
http://www.aldingaprofessionals.com.au,Aldinga Beach,Professionals Aldinga,(08) 8557 8255,SA,105 Esplanade,5173
http://www.century21.com.au/southcoast/,Aldinga Beach,Century 21 SouthCoast - RLA 273693,08 85566001,SA,161 Esplanade,5173
http://www.weconnectproperty.com.au,McLaren Vale,We Connect Property,0428854528,SA,187 Main Road,5171
,McLaren Vale,Raine & Horne McLaren Vale,08 83282108,SA,132 Main Road,5171
http://sellus.com.au/,Aberfoyle Park,Sellus Real Estate,08 8270 8787,SA,"Shop 5, 142 Hub Drive",5159
http://naomiwillrealestate.com,Aberfoyle Park,Naomi Will,0400 586 649,SA,5 Kyre Street,5159
http://www.privatepropertylist.com.au,Port Noarlunga,Private Property List,0407184593,SA,57 Albany Avenue,5167
http://www.tagni.harcourts.com.au,Happy Valley,Harcourts Tagni,08 83225000,SA,190 Chandlers Hill Road,5159
http://www.ljhooker.com.au/christiesbeach,Christies Beach,LJ Hooker Christies Beach,08 85565249,SA,119 Dyson Road,5165
http://raywhitechristiesbeach.com.au/,Christies Beach,_Ray White Christies Beach,08 83827777,SA,"RLA269771, 3/33 Beach Road",5165
,Christies Beach,Selling SA,0435308929,SA,3/97 Beach Road,5165
http://www.timmsrealestate.com.au,Christies Beach,Timms Real Estate,08 8471 6100,SA,3/13 Beach Road,5165
http://www.christiesbeach.harcourts.com.au,Christies Beach,Harcourts Christies Beach,08 83822682,SA,Shop 6/56 Beach Road,5165
http://www.saprofessionals.com.au,Christies Beach,Professionals Christies Beach,08 8382 3773,SA,71 Beach Rd,5165
http://www.hpgre.com.au,Old Reynella,Hennessy Property Group,08 8322 4111,SA,"Shop 4, 193-197 Old South Rd",5161
http://www.philmcmahonrealestate.com.au,Morphett Vale,Phil McMahon Real Estate - Morphett Vale,08 8382 1577,SA,PO Box 291,5162
http://www.opendoorrealestate.com.au,Morphett Vale,Open Door Real Estate,1300 677 319,SA,"Shop 39, Southgate Plaza, cnr Hillier & Sherriffs Road",5162
http://www.rhsa.com.au/morphettvalechristiesbeachreynellawoodcroft/,Morphett Vale,Raine & Horne Morphett Vale/Christies Beach,08 8384 3888,SA,176 Main South Road,5162
http://www.raywhitemorphettvale.com.au,Morphett Vale,Ray White Morphett Vale,08 70702722,SA,"RLA262999, 4/197 Main South Rd",5162
http://www.rh.com.au/morphettvale,Morphett Vale,Raine & Horne Reynella/Woodcroft & Morphett Vale/Christies Beach,08 8384 3888,SA,176 Main South Road,5162
http://www.morphettvale.harcourts.com.au,Morphett Vale,Harcourts Morphett Vale,08 83848911,SA,330 Main South Rd,5162
http://www.century21.com.au/southern/,Morphett Vale,Century 21 Southern,08 83826999,SA,170 main south road,5162
http://www.realestateadelaidesouth.com.au,Morphett Vale,Lin Andrews Morphett Vale,08 81862777,SA,PO BOX 800,5162
http://homeandawayrealestate.com.au,Hallett Cove,Home and Away Real Estate,1300 653649,SA,6 Ginkgo St,5158
http://www.eldersrealestate.com.au/hallettcove,Hallett Cove,Elders Real Estate Hallett Cove,08 8322 1466,SA,"Suite 4, 1 Zwerner Drive",5158
http://www.professionalshallettcove.com.au,Hallett Cove,Professionals Hallett Cove,08 8387 7900,SA,Shop 5/ 43 Barramundi Drive,5158
http://www.residentialletting.com.au,Hallett Cove,Residential Letting & Management,08 8321 9266,SA,1/1 Zwerner Drive,5158
http://www.harcourtsplus.com.au,Hallett Cove,Harcourts Plus,08 8328 1400,SA,Hallett Cove Shopping Centre East Entrace,5158
http://stirling.ljhooker.com.au/,Stirling,LJ Hooker Stirling,08 8339 4222,SA,69 Mt Barker Road,5152
http://www.woodburyhill.com.au/,Stirling,Woodbury Hill Real Estate,08 8339 3988,SA,Shop 1 39 Mount Barker Road,5152
http://www.belleproperty.com/adelaidehills,Stirling,Belle Property Adelaide Hills,08 8339 7775,SA,155 Mt Baker Road,5152
http://www.gardiners.com.au/,Stirling,Gardiners Real Estate Stirling,08 8339 2500,SA,41 Mount Barker Road,5152
http://www.greatrealty.com.au,Crafers,Great Realty,08 8339 4422,SA,PO BOX 116,5152
http://www.southrealestate.com.au,Seaford Rise,South Real Estate,08 8327 3366,SA,18 Cairns Way,5169
http://www.domain.com.au/sandlmurphy,Sheidow Park,Scott Murphy Real Estate,08 8322 6666,SA,10 Hallet Close,5158
http://www.copleyrealestate.com.au,Normanville,First National Real Estate Copley,08 85582688,SA,Shop 1/91 Main Street,5204
,Victor Harbor,Knott Just Rentals,0402686110,SA,56 Victoria Street,5211
http://www.doddandpage.com.au,Port Elliot,Dodd & Page Real Estate,08 8554 2029,SA,51 The Strand,5212
http://www.goolwaprofessionals.com.au/,Goolwa,Professionals Goolwa,08 85552122,SA,1 Cadell Street,5214
